countrycode	year	nationally_representative	indicator	value	se	n
GMB	2016	1	scorereadfemale	23.86598760042318	3.226958473229475	387
GMB	2016	1	scorereadmale	23.86598760042318	3.226958473229475	387
GMB	2016	1	scoreread_100total	23.86598760042318	3.226958473229475	387
GMB	2016	1	scoreread_100female	23.86598760042318	3.226958473229475	387
GMB	2016	1	scoreread_100male	23.86598760042318	3.226958473229475	387
GRD	2016	1	scorereadtotal	500.3975009260507	.3651963110957279	696
GRD	2016	1	scorereadfemale	501.5307690572878	.5029774082171541	341
GRD	2016	1	scorereadmale	499.3089250591439	.5226095863940439	355
GRD	2016	1	scoreread_100total	52.41379310344828	1.44294222106819	696
GRD	2016	1	scoreread_100female	56.89149560117302	1.987334801883412	341
GRD	2016	1	scoreread_100male	48.11267605633803	2.064904311547879	355
GUY	2008	1	scorereadtotal	493.9943849017005	.2861640922099506	2676
GUY	2008	1	scorereadfemale	495.5128052413326	.3667047305830679	1247
GUY	2008	1	scorereadmale	492.7418064464474	.3375460607181963	1429
GUY	2008	1	scoreread_100total	27.11420557660992	1.13067532178592	2676
GUY	2008	1	scoreread_100female	33.11370255038332	1.448903244479125	1247
GUY	2008	1	scoreread_100male	22.16508809210829	1.333692986850435	1429
HND	2008	1	scorereadtotal	503.9462585077832	.4463632630946706	1664
HND	2008	1	scorereadfemale	504.5791300442572	.5966187498637009	880
HND	2008	1	scorereadmale	503.186735253477	.6663692448468048	784
HND	2008	1	scoreread_100total	66.43543619283295	1.763644305294865	1664
HND	2008	1	scoreread_100female	68.936000971224	2.357324960358553	880
HND	2008	1	scoreread_100male	63.43445259880664	2.632919016991486	784
HTI	2016	1	scorereadtotal	491.2897046299864	.0926071874191143	15485
HTI	2016	1	scorereadfemale	491.8369675888962	.1236980863266492	7503
HTI	2016	1	scorereadmale	490.7586461721339	.1387322553190027	7982
HTI	2016	1	scoreread_100total	16.42760316344289	.3659040812884508	15485
HTI	2016	1	scoreread_100female	18.58991643289913	.488748615478964	7503
HTI	2016	1	scoreread_100male	14.32931616708292	.5481507412360698	7982
IDN	2014	1	scorereadtotal	14.32931616708292	.5481507412360698	7982
IDN	2014	1	scorereadfemale	14.32931616708292	.5481507412360698	7982
IDN	2014	1	scorereadmale	14.32931616708292	.5481507412360698	7982
IDN	2014	1	scoreread_100total	14.32931616708292	.5481507412360698	7982
IDN	2014	1	scoreread_100female	14.32931616708292	.5481507412360698	7982
IDN	2014	1	scoreread_100male	14.32931616708292	.5481507412360698	7982
IRQ	2012	0	scorereadtotal	493.4736757699051	.4653065292285203	774
IRQ	2012	0	scorereadfemale	494.9218853081883	.6820528748317387	339
IRQ	2012	0	scorereadmale	492.1811204759636	.4650245145481279	435
IRQ	2012	0	scoreread_100total	25.0567823325926	1.838491897663512	774
IRQ	2012	0	scoreread_100female	30.77886299297947	2.69488736037335	339
IRQ	2012	0	scoreread_100male	19.94971360087809	1.837377632362423	435
JAM	2014	0	scorereadtotal	497.1933768404447	.1829084561870863	3250
JAM	2014	0	scorereadfemale	499.215093797253	.2656279836247498	1550
JAM	2014	0	scorereadmale	495.350046673943	.2438500234139252	1700
JAM	2014	0	scoreread_100total	39.75384615384615	.7226971521997773	3250
JAM	2014	0	scoreread_100female	47.74193548387097	1.049533691946004	1550
JAM	2014	0	scoreread_100male	32.47058823529412	.9634858943035405	1700
JOR	2012	1	scorereadtotal	497.5702510387375	.328803061159519	2895
JOR	2012	1	scorereadfemale	498.8163481320292	.414329917905211	1609
JOR	2012	1	scorereadmale	496.1108542669134	.4351151962629647	1286
JOR	2012	1	scoreread_100total	41.24295851127817	1.299147701563846	2895
JOR	2012	1	scoreread_100female	46.16646463274088	1.63707628652296	1609
JOR	2012	1	scoreread_100male	35.47667514668049	1.719202165558961	1286
KEN	2012	0	scorereadtotal	493.1292645945996	.1849884551642478	4242
KEN	2012	0	scorereadfemale	493.3913343002291	.2127016482970611	2147
KEN	2012	0	scorereadmale	492.8723968205117	.2069959904875222	2095
KEN	2012	0	scoreread_100total	23.6959649394813	.7309155375753358	4242
KEN	2012	0	scoreread_100female	24.7314394094449	.8404142827468633	2147
KEN	2012	0	scoreread_100male	22.68104403671877	.8178704207680131	2095
KEN	2013	0	scorereadtotal	495.9082537839732	.2584519769407975	2112
KEN	2013	0	scorereadfemale	496.150660280506	.3086496403216185	1054
KEN	2013	0	scorereadmale	495.6653326510549	.3355377245715432	1058
KEN	2013	0	scoreread_100total	34.6761438765469	1.021180287521451	2112
KEN	2013	0	scoreread_100female	35.6339262227432	1.219518349132852	1054
KEN	2013	0	scoreread_100male	33.71632812921434	1.32575696705257	1058
KGZ	2017	1	scorereadtotal	502.7369358413891	.3209684129493898	5105
KGZ	2017	1	scorereadfemale	503.4762013349976	.3712388524882573	2465
KGZ	2017	1	scorereadmale	502.0678753066047	.3680453019084258	2640
KGZ	2017	1	scoreread_100total	61.65724572533814	1.268191284612725	5105
KGZ	2017	1	scoreread_100female	64.57818830222638	1.466816912329938	2465
KGZ	2017	1	scoreread_100male	59.01369287528701	1.454198847891359	2640
KHM	2010	1	scorereadtotal	498.795315806071	.318542695240328	1200
KHM	2010	1	scoreread_100total	46.08333333333334	1.258607193473653	1200
KHM	2012	1	scorereadtotal	505.0640672503411	.2057838366049181	2359
KHM	2012	1	scoreread_100total	70.85205595591353	.8130810121266551	2359
KIR	2016	1	scorereadtotal	496.7900898640183	.5348847665335871	880
KIR	2016	1	scorereadfemale	498.3245355327901	.566691626025187	443
KIR	2016	1	scorereadmale	495.2157415986326	.6401804070417992	437
KIR	2016	1	scoreread_100total	38.16040233250425	2.113405282550097	880
KIR	2016	1	scoreread_100female	44.22321396048206	2.239078678161087	443
KIR	2016	1	scoreread_100male	31.93992990775619	2.529443234652751	437
KNA	2016	1	scorereadtotal	498.2297189995318	.414979134453315	317
KNA	2016	1	scorereadfemale	499.1883744673295	.5715033145990374	165
KNA	2016	1	scorereadmale	497.1890732614618	.593912718695343	152
KNA	2016	1	scoreread_100total	43.84858044164038	1.639641189606817	317
KNA	2016	1	scoreread_100female	47.63636363636363	2.258090339524828	165
KNA	2016	1	scoreread_100male	39.73684210526316	2.346633061170945	152
KNA	2018	1	scorereadtotal	499.9328862008332	.4706998688739796	346
KNA	2018	1	scorereadfemale	500.6816700260813	.6581113827349866	164
KNA	2018	1	scorereadmale	499.2581579187414	.6678907170417492	182
KNA	2018	1	scoreread_100total	50.57803468208093	1.859801683679906	346
KNA	2018	1	scoreread_100female	53.53658536585366	2.600291052953595	164
KNA	2018	1	scoreread_100male	47.91208791208791	2.638930584450585	182
LAO	2012	0	scorereadtotal	494.8851720245791	.1781572577380039	2272
LAO	2012	0	scorereadfemale	495.1822507398086	.2375900873035416	1289
LAO	2012	0	scorereadmale	493.9572129792533	.2775832514231206	887
LAO	2012	0	scoreread_100total	30.6338033071706	.7039245048713567	2272
LAO	2012	0	scoreread_100female	31.80760332555896	.9387520147312586	1289
LAO	2012	0	scoreread_100male	26.96730592420163	1.096770657686231	887
LBR	2011	0	scorereadtotal	491.0245916398555	.8460969529497409	1597
LBR	2011	0	scorereadfemale	490.4382689093864	.843427811243167	709
LBR	2011	0	scorereadmale	491.5880027928413	.9381244155696256	888
LBR	2011	0	scoreread_100total	15.38010443349507	3.343048605570891	1597
LBR	2011	0	scoreread_100female	13.06346050696685	3.332502463027425	709
LBR	2011	0	scoreread_100male	17.60622148110487	3.7066621036137	888
LBR	2013	0	scorereadtotal	490.4548745436392	.2211235791486231	2133
LBR	2013	0	scorereadfemale	490.0556131686114	.4087721554245447	1003
LBR	2013	0	scorereadmale	490.8240316020788	.2946173095681273	1130
LBR	2013	0	scoreread_100total	13.12907167170956	.8736905151986387	2133
LBR	2013	0	scoreread_100female	11.55153357502184	1.615116576339944	1003
LBR	2013	0	scoreread_100male	14.58766336070098	1.164074626143844	1130
LCA	2016	1	scorereadtotal	499.3809738462334	.2639489973009473	755
LCA	2016	1	scorereadfemale	500.7008999330211	.3437054251544343	382
LCA	2016	1	scorereadmale	498.0291996769228	.3901408682214061	373
LCA	2016	1	scoreread_100total	48.39735099337749	1.042899779768903	755
LCA	2016	1	scoreread_100female	53.61256544502618	1.35802869442327	382
LCA	2016	1	scoreread_100male	43.05630026809651	1.541501690506678	373
MAR	2011	0	scorereadtotal	491.4318050120405	1.019786718184801	742
MAR	2011	0	scorereadfemale	491.4402621480971	1.109706931632135	375
MAR	2011	0	scorereadmale	491.4267737007056	1.004047018697991	364
MAR	2011	0	scoreread_100total	16.98908910777692	4.029324762279892	742
MAR	2011	0	scoreread_100female	17.0225045049033	4.384613357642579	375
MAR	2011	0	scoreread_100male	16.96920950331206	3.967134033386131	364
MKD	2007	1	scorereadtotal	509.4040649414063	1.349820963541667	10
MKD	2007	1	scorereadfemale	511.4287963867188	1.01236572265625	5
MKD	2007	1	scorereadmale	507.3793334960938	2.263718573950074	5
MKD	2007	1	scoreread_100total	88	5.333333333333333	10
MKD	2007	1	scoreread_100female	96	4	5
MKD	2007	1	scoreread_100male	80	8.944271909999159	5
MKD	2015	1	scorereadtotal	503.6205502706934	.1511357884246618	3299
MKD	2015	1	scorereadfemale	504.3873298044626	.2115576877291076	1563
MKD	2015	1	scorereadmale	502.9301836743333	.2136679938534442	1736
MKD	2015	1	scoreread_100total	65.14852985753258	.5971586250468869	3299
MKD	2015	1	scoreread_100female	68.17818298144594	.8358939769938801	1563
MKD	2015	1	scoreread_100male	62.42079493087557	.8442321232699354	1736
MKD	2016	1	scorereadtotal	499.4244363772705	.0707315844484897	12153
MKD	2016	1	scorereadfemale	499.003585198106	.0984294160171136	6303
MKD	2016	1	scorereadmale	499.8778765451806	.1013832445447853	5850
MKD	2016	1	scoreread_100total	48.56907759400971	.2794704833067781	12153
MKD	2016	1	scoreread_100female	46.90623512613041	.3889085290594546	6303
MKD	2016	1	scoreread_100male	50.36068376068376	.4005795228972215	5850
MLI	2009	0	scorereadtotal	487.7980863760102	.1367051888093952	1229
MLI	2009	0	scorereadfemale	487.7336282325222	.1479372281230762	590
MLI	2009	0	scorereadmale	487.8613896761508	.1673463290376415	639
MLI	2009	0	scoreread_100total	2.631730270897413	.5401421171365258	1229
MLI	2009	0	scoreread_100female	2.377046579155032	.5845214355006384	590
MLI	2009	0	scoreread_100male	2.881851005174187	.6612096947340355	639
MMR	2014	0	scorereadtotal	501.3872141904915	.585578844473798	1110
MMR	2014	0	scorereadfemale	502.1913619735567	.7219172917449029	512
MMR	2014	0	scorereadmale	500.6912092009442	.6756912488898483	598
MMR	2014	0	scoreread_100total	56.3243176741666	2.313704463513674	1110
MMR	2014	0	scoreread_100female	59.50162163525103	2.852396434786871	512
MMR	2014	0	scoreread_100male	53.57430149953426	2.669751827570025	598
MMR	2015	0	scorereadtotal	497.1940940729304	.624936602252247	1513
MMR	2015	0	scorereadfemale	497.587571861885	.6029662821647508	712
MMR	2015	0	scorereadmale	496.8118042103305	.7688033536050294	801
MMR	2015	0	scoreread_100total	39.75670878381037	2.469212909680018	1513
MMR	2015	0	scoreread_100female	41.31139673692392	2.382405295201274	712
MMR	2015	0	scoreread_100male	38.24622595437084	3.03765087055613	801
MMR	2016	0	scorereadtotal	38.24622595437084	3.03765087055613	801
MMR	2016	0	scorereadfemale	38.24622595437084	3.03765087055613	801
MMR	2016	0	scorereadmale	38.24622595437084	3.03765087055613	801
MMR	2016	0	scoreread_100total	38.24622595437084	3.03765087055613	801
MMR	2016	0	scoreread_100female	38.24622595437084	3.03765087055613	801
MMR	2016	0	scoreread_100male	38.24622595437084	3.03765087055613	801
MWI	2010	1	scorereadtotal	488.1089911241933	.1094962469766035	2434
MWI	2010	1	scorereadfemale	487.9278224429787	.1219409763329787	1203
MWI	2010	1	scorereadmale	488.2840999584643	.1793024203057475	1231
MWI	2010	1	scoreread_100total	3.860154784123088	.4326351526297507	2434
MWI	2010	1	scoreread_100female	3.144331683370337	.4818060288615439	1203
MWI	2010	1	scoreread_100male	4.552034571934309	.708449218289756	1231
MWI	2011	1	scorereadtotal	488.9513742755273	.075047835848249	2947
MWI	2011	1	scorereadfemale	488.9578696206468	.1097768116215443	1457
MWI	2011	1	scorereadmale	488.9447399984924	.1022135952187931	1490
MWI	2011	1	scoreread_100total	7.18852966628274	.2965246087368306	2947
MWI	2011	1	scoreread_100female	7.214193704295512	.433743702120486	1457
MWI	2011	1	scoreread_100male	7.162316688392093	.4038603637101732	1490
MWI	2012	1	scorereadtotal	489.7951445312631	.121997592071697	5199
MWI	2012	1	scorereadfemale	489.9668656035859	.1858309957596987	2598
MWI	2012	1	scorereadmale	489.6150960184968	.1564188605617321	2601
MWI	2012	1	scoreread_100total	10.52238527241639	.482029733315228	5199
MWI	2012	1	scoreread_100female	11.20087954473469	.7342445405951737	2598
MWI	2012	1	scoreread_100male	9.810988103749613	.6180330245699975	2601
NGA	2010	0	scorereadtotal	491.2470648135321	.5816084930053941	1776
NGA	2010	0	scorereadfemale	490.8340366545855	.7405387706527804	866
NGA	2010	0	scorereadmale	491.5067794475414	.5472055762468279	910
NGA	2010	0	scoreread_100total	16.25912746384309	2.298017370292627	1776
NGA	2010	0	scoreread_100female	14.6271949234819	2.925973430037479	866
NGA	2010	0	scoreread_100male	17.28529663237939	2.162086537522807	910
NGA	2014	0	scorereadtotal	487.8608477565518	.2162571440250411	1259
NGA	2014	0	scorereadfemale	487.7680956626538	.2343760671719208	617
NGA	2014	0	scorereadmale	487.9425087139389	.26260833007724	642
NGA	2014	0	scoreread_100total	2.879705239384996	.8544625367337805	1259
NGA	2014	0	scoreread_100female	2.513228592977756	.9260529550086996	617
NGA	2014	0	scoreread_100male	3.202359236158261	1.037602632138679	642
NIC	2008	1	scorereadtotal	505.9066718685837	.194271268796035	6649
NIC	2008	1	scorereadfemale	506.1879752363697	.2326699710851182	3322
NIC	2008	1	scorereadmale	505.5946894314076	.2641155169444535	3327
NIC	2008	1	scoreread_100total	74.18130636168128	.7675932219661997	6649
NIC	2008	1	scoreread_100female	75.29277572454323	.9193119119581523	3322
NIC	2008	1	scoreread_100male	72.94861965978244	1.043557715439931	3327
PAK	2013	0	scorereadtotal	493.0009858568172	.2302247545727217	11627
PAK	2013	0	scorereadfemale	491.1345867744388	.1871441394367491	5932
PAK	2013	0	scorereadmale	493.4013078454541	.2730863805296841	5796
PAK	2013	0	scoreread_100total	23.18911706512884	.9096505320968264	11627
PAK	2013	0	scoreread_100female	15.81471060070138	.7394329351480571	5932
PAK	2013	0	scoreread_100male	24.77084580081011	1.079002871859999	5796
PAK	2017	0	scorereadtotal	493.3107647898614	.3376083376558119	11066
PAK	2017	0	scorereadfemale	493.9167459567228	.395166721785387	5412
PAK	2017	0	scorereadmale	493.1678652973849	.4071305850736528	5654
PAK	2017	0	scoreread_100total	24.41309739598994	1.333938240303094	11066
PAK	2017	0	scoreread_100female	26.80741460092995	1.561359548004237	5412
PAK	2017	0	scoreread_100male	23.84848131198425	1.608630462143359	5654
PHL	2013	1	scorereadtotal	1290.551810865113	29.81849187085187	2462
PHL	2013	1	scorereadfemale	1413.190765260031	35.55607295445289	1230
PHL	2013	1	scorereadmale	1181.584500268288	32.20613239311237	1232
PHL	2013	1	scoreread_100total	3174.424205811033	117.8170395369302	2462
PHL	2013	1	scoreread_100female	3658.987900208594	140.487025653022	1230
PHL	2013	1	scoreread_100male	2743.879091887976	127.2509418033539	1232
PNG	2011	1	scorereadtotal	497.0495807559852	.5910960562401594	1279
PNG	2011	1	scorereadfemale	497.0355420469132	.65171414498849	642
PNG	2011	1	scorereadmale	497.0631192194741	.6304433450543372	637
PNG	2011	1	scoreread_100total	39.18572360155466	2.335504268989869	1279
PNG	2011	1	scoreread_100female	39.13025269802564	2.575014824613998	642
PNG	2011	1	scoreread_100male	39.23921789353464	2.490971041552121	637
PNG	2012	1	scorereadtotal	499.7311401844771	.2484375455703324	1278
PNG	2012	1	scorereadfemale	500.8235900016557	.3503221962321644	637
PNG	2012	1	scorereadmale	498.645507526844	.3473405768918377	641
PNG	2012	1	scoreread_100total	49.78090839057648	.9816118483699109	1278
PNG	2012	1	scoreread_100female	54.09733198276682	1.384172496765828	637
PNG	2012	1	scoreread_100male	45.49142035902383	1.372391704121698	641
RWA	2015	1	scorereadtotal	496.1494013912176	.176244735785178	2410
RWA	2015	1	scorereadfemale	496.8094632520164	.2527799056049583	1210
RWA	2015	1	scorereadmale	495.486488823985	.2439594113981823	1200
RWA	2015	1	scoreread_100total	35.62895808529055	.6963678845431758	2410
RWA	2015	1	scoreread_100female	38.23695610061885	.9987691626785524	1210
RWA	2015	1	scoreread_100male	33.00969652458032	.9639181516049826	1200
RWA	2016	1	scorereadtotal	498.2568194250004	.1972967908926291	2383
RWA	2016	1	scorereadfemale	499.1584255249646	.2865079898251488	1181
RWA	2016	1	scorereadmale	497.3657183122465	.2685664009568252	1202
RWA	2016	1	scoreread_100total	43.95565805148905	.7795474954444754	2383
RWA	2016	1	scoreread_100female	47.51803113381104	1.132033546427895	1181
RWA	2016	1	scoreread_100male	40.4347916578083	1.061143793972637	1202
SEN	2009	1	scorereadtotal	490.8694650051632	.2654064507354791	573
SEN	2009	1	scorereadfemale	490.4071661737383	.3517046703400642	279
SEN	2009	1	scorereadmale	491.3201987649438	.3955141062040433	285
SEN	2009	1	scoreread_100total	14.76720580354495	1.048659206741245	573
SEN	2009	1	scoreread_100female	12.94059345337107	1.389636014841945	279
SEN	2009	1	scoreread_100male	16.54812204983725	1.562733186407291	285
SLB	2016	1	scorereadtotal	494.7078892728544	0	8
SLB	2016	1	scorereadfemale	495.6762336004147	0	7
SLB	2016	1	scorereadmale	487.1320190429688	0	1
SLB	2016	1	scoreread_100total	29.93333361784729	0	8
SLB	2016	1	scoreread_100female	33.75939886636068	0	7
SLB	2016	1	scoreread_100male	0	0	1
SLB	2017	1	scorereadtotal	494.4758893761646	1.204917640519573	766
SLB	2017	1	scorereadfemale	495.6992107577689	1.218917399059013	379
SLB	2017	1	scorereadmale	493.2799689001702	1.488470245234613	387
SLB	2017	1	scoreread_100total	29.01666924844917	4.760799831737115	766
SLB	2017	1	scoreread_100female	33.85018486134278	4.816114855650429	379
SLB	2017	1	scoreread_100male	24.29141848489491	5.881156234050106	387
SLE	2014	1	scorereadtotal	488.7588441581077	.2468320096057237	2360
SLE	2014	1	scorereadfemale	488.6922013699317	.2914968374421586	1190
SLE	2014	1	scorereadmale	488.8361715567461	.2756138146701982	1170
SLE	2014	1	scoreread_100total	6.427815930628252	.975268158881235	2360
SLE	2014	1	scoreread_100female	6.164500866202125	1.151745215594827	1190
SLE	2014	1	scoreread_100male	6.733347399396567	1.088989141490741	1170
SLV	2018	1	scorereadtotal	503.189539891417	.221485913199747	1905
SLV	2018	1	scorereadfemale	503.5809578072099	.2618480585580842	958
SLV	2018	1	scorereadmale	502.8239363032183	.2823125385221834	947
SLV	2018	1	scoreread_100total	63.44553352247644	.8751221351849457	1905
SLV	2018	1	scoreread_100female	64.99208100836299	1.034598673969506	958
SLV	2018	1	scoreread_100male	62.00098209203302	1.1154567255851	947
TLS	2009	1	scorereadtotal	494.1997487875528	.6277718354778383	625
TLS	2009	1	scorereadfemale	494.3742807033629	.7406915629288575	367
TLS	2009	1	scorereadmale	494.0523891416617	.7146292051923051	384
